2.1330e-03 1.5319e-08
2.4260e-03 1.4116e-08
2.7590e-03 1.3010e-08
3.1370e-03 1.2002e-08
3.5680e-03 1.1091e-08
4.0580e-03 1.0271e-08
4.6150e-03 9.5345e-09
5.2480e-03 8.8741e-09
5.9680e-03 8.2879e-09
6.7870e-03 7.7655e-09
7.7190e-03 7.3052e-09
8.7790e-03 6.8966e-09
9.9840e-03 6.5414e-09
1.1350e-02 6.2362e-09
1.2910e-02 5.9810e-09
1.4690e-02 5.7759e-09
1.6700e-02 5.6190e-09
1.8990e-02 5.5190e-09
2.1600e-02 5.4741e-09
2.4570e-02 5.4879e-09
2.7940e-02 5.5655e-09
3.1770e-02 5.7086e-09
3.6130e-02 5.9172e-09
4.1090e-02 6.1948e-09
4.6730e-02 6.5310e-09
5.3150e-02 6.9207e-09
6.0440e-02 7.3448e-09
6.8740e-02 7.7845e-09
7.8170e-02 8.2052e-09
8.8910e-02 8.5793e-09
1.0110e-01 8.8672e-09
1.1500e-01 9.0397e-09
1.3080e-01 9.0862e-09
1.4870e-01 8.9931e-09
1.6910e-01 8.7724e-09
1.9240e-01 8.4483e-09
2.1880e-01 8.0379e-09
2.4880e-01 7.5776e-09
2.8290e-01 7.0914e-09
3.2180e-01 6.6086e-09
3.6590e-01 6.1500e-09
4.1620e-01 5.7328e-09
4.7330e-01 5.3586e-09
5.3820e-01 5.0328e-09
6.1210e-01 4.7534e-09
6.9620e-01 4.5155e-09
7.9170e-01 4.3103e-09
9.0040e-01 4.1276e-09
1.0240e+00 3.9431e-09
1.1650e+00 3.7466e-09
1.3240e+00 3.5224e-09
1.5060e+00 3.2690e-09
1.7130e+00 2.9793e-09
1.9480e+00 2.6534e-09
2.2150e+00 2.3052e-09
2.5190e+00 1.9517e-09
2.8650e+00 1.6152e-09
3.2590e+00 1.3143e-09
3.7060e+00 1.0567e-09
4.2150e+00 8.4655e-10
4.7930e+00 6.8121e-10
5.4510e+00 5.5603e-10
6.1990e+00 4.6603e-10
7.0500e+00 3.9052e-10
8.0180e+00 3.2879e-10
9.1180e+00 2.7897e-10
9.8160e+00 2.5500e-10
