2.1330e-03 8.8850e-07 7.7450e-07 1.0190e-06
2.4260e-03 8.1870e-07 7.1430e-07 9.3840e-07
2.7590e-03 7.5460e-07 6.5910e-07 8.6410e-07
3.1370e-03 6.9610e-07 6.0860e-07 7.9620e-07
3.5680e-03 6.4330e-07 5.6300e-07 7.3500e-07
4.0580e-03 5.9570e-07 5.2190e-07 6.7990e-07
4.6150e-03 5.5300e-07 4.8500e-07 6.3050e-07
5.2480e-03 5.1470e-07 4.5180e-07 5.8640e-07
5.9680e-03 4.8070e-07 4.2230e-07 5.4720e-07
6.7870e-03 4.5040e-07 3.9590e-07 5.1250e-07
7.7190e-03 4.2370e-07 3.7250e-07 4.8180e-07
8.7790e-03 4.0000e-07 3.5180e-07 4.5490e-07
9.9840e-03 3.7940e-07 3.3370e-07 4.3140e-07
1.1350e-02 3.6170e-07 3.1810e-07 4.1130e-07
1.2910e-02 3.4690e-07 3.0500e-07 3.9450e-07
1.4690e-02 3.3500e-07 2.9450e-07 3.8100e-07
1.6700e-02 3.2590e-07 2.8660e-07 3.7070e-07
1.8990e-02 3.2010e-07 2.8160e-07 3.6390e-07
2.1600e-02 3.1750e-07 2.7950e-07 3.6070e-07
2.4570e-02 3.1830e-07 2.8060e-07 3.6120e-07
2.7940e-02 3.2280e-07 2.8510e-07 3.6560e-07
3.1770e-02 3.3110e-07 2.9320e-07 3.7400e-07
3.6130e-02 3.4320e-07 3.0490e-07 3.8640e-07
4.1090e-02 3.5930e-07 3.2040e-07 4.0280e-07
4.6730e-02 3.7880e-07 3.3950e-07 4.2270e-07
5.3150e-02 4.0140e-07 3.6170e-07 4.4550e-07
6.0440e-02 4.2600e-07 3.8610e-07 4.7010e-07
6.8740e-02 4.5150e-07 4.1180e-07 4.9510e-07
7.8170e-02 4.7590e-07 4.3680e-07 5.1860e-07
8.8910e-02 4.9760e-07 4.5960e-07 5.3870e-07
1.0110e-01 5.1430e-07 4.7810e-07 5.5330e-07
1.1500e-01 5.2430e-07 4.9030e-07 5.6070e-07
1.3080e-01 5.2700e-07 4.9560e-07 5.6040e-07
1.4870e-01 5.2160e-07 4.9290e-07 5.5190e-07
1.6910e-01 5.0880e-07 4.8300e-07 5.3600e-07
1.9240e-01 4.9000e-07 4.6690e-07 5.1430e-07
2.1880e-01 4.6620e-07 4.4550e-07 4.8780e-07
2.4880e-01 4.3950e-07 4.2100e-07 4.5880e-07
2.8290e-01 4.1130e-07 3.9470e-07 4.2860e-07
3.2180e-01 3.8330e-07 3.6840e-07 3.9880e-07
3.6590e-01 3.5670e-07 3.4320e-07 3.7080e-07
4.1620e-01 3.3250e-07 3.2020e-07 3.4520e-07
4.7330e-01 3.1080e-07 2.9960e-07 3.2240e-07
5.3820e-01 2.9190e-07 2.8170e-07 3.0260e-07
6.1210e-01 2.7570e-07 2.6630e-07 2.8550e-07
6.9620e-01 2.6190e-07 2.5320e-07 2.7100e-07
7.9170e-01 2.5000e-07 2.4190e-07 2.5840e-07
9.0040e-01 2.3940e-07 2.3190e-07 2.4730e-07
1.0240e+00 2.2870e-07 2.2160e-07 2.3600e-07
1.1650e+00 2.1730e-07 2.1060e-07 2.2410e-07
1.3240e+00 2.0430e-07 1.9810e-07 2.1070e-07
1.5060e+00 1.8960e-07 1.8380e-07 1.9560e-07
1.7130e+00 1.7280e-07 1.6740e-07 1.7830e-07
1.9480e+00 1.5390e-07 1.4900e-07 1.5890e-07
2.2150e+00 1.3370e-07 1.2930e-07 1.3830e-07
2.5190e+00 1.1320e-07 1.0920e-07 1.1720e-07
2.8650e+00 9.3680e-08 9.0200e-08 9.7300e-08
3.2590e+00 7.6230e-08 7.3140e-08 7.9440e-08
3.7060e+00 6.1290e-08 5.8570e-08 6.4150e-08
4.2150e+00 4.9100e-08 4.6680e-08 5.1650e-08
4.7930e+00 3.9510e-08 3.7340e-08 4.1810e-08
5.4510e+00 3.2250e-08 3.0280e-08 3.4340e-08
6.1990e+00 2.7030e-08 2.5200e-08 2.8980e-08
7.0500e+00 2.2650e-08 2.0970e-08 2.4470e-08
8.0180e+00 1.9070e-08 1.7520e-08 2.0750e-08
9.1180e+00 1.6180e-08 1.4760e-08 1.7740e-08
9.8160e+00 1.4790e-08 1.3430e-08 1.6280e-08
