Wavenumber	NESR 6.60 cm-1
17.97255	4.02073E-09
18.14537	3.95684E-09
18.31818	3.89481E-09
18.49099	3.83473E-09
18.66381	3.77666E-09
18.83662	3.72061E-09
19.00943	3.66660E-09
19.18225	3.61467E-09
19.35506	3.56478E-09
19.52787	3.51694E-09
19.70068	3.47114E-09
19.87350	3.42733E-09
20.04631	3.38548E-09
20.21912	3.34556E-09
20.39194	3.30755E-09
20.56475	3.27138E-09
20.73756	3.23705E-09
20.91038	3.20447E-09
21.08319	3.17361E-09
21.25600	3.14443E-09
21.42881	3.11686E-09
21.60163	3.09088E-09
21.77444	3.06643E-09
21.94725	3.04347E-09
22.12007	3.02195E-09
22.29288	3.00182E-09
22.46569	2.98302E-09
22.63851	2.96552E-09
22.81132	2.94926E-09
22.98413	2.93422E-09
23.15695	2.92035E-09
23.32976	2.90758E-09
23.50257	2.89588E-09
23.67538	2.88523E-09
23.84820	2.87554E-09
24.02101	2.86681E-09
24.19382	2.85899E-09
24.36664	2.85201E-09
24.53945	2.84587E-09
24.71226	2.84050E-09
24.88508	2.83585E-09
25.05789	2.83191E-09
25.23070	2.82863E-09
25.40351	2.82594E-09
25.57633	2.82383E-09
25.74914	2.82227E-09
25.92195	2.82120E-09
26.09477	2.82058E-09
26.26758	2.82038E-09
26.44039	2.82056E-09
26.61321	2.82107E-09
26.78602	2.82188E-09
26.95883	2.82296E-09
27.13164	2.82426E-09
27.30446	2.82575E-09
27.47727	2.82738E-09
27.65008	2.82914E-09
27.82290	2.83098E-09
27.99571	2.83286E-09
28.16852	2.83475E-09
28.34134	2.83664E-09
28.51415	2.83848E-09
28.68696	2.84022E-09
28.85977	2.84189E-09
29.03259	2.84341E-09
29.20540	2.84478E-09
29.37821	2.84597E-09
29.55103	2.84697E-09
29.72384	2.84774E-09
29.89665	2.84828E-09
30.06947	2.84856E-09
30.24228	2.84859E-09
30.41509	2.84831E-09
30.58790	2.84777E-09
30.76072	2.84692E-09
30.93353	2.84578E-09
31.10634	2.84432E-09
31.27916	2.84256E-09
31.45197	2.84048E-09
31.62478	2.83810E-09
31.79760	2.83541E-09
31.97041	2.83241E-09
32.14322	2.82914E-09
32.31604	2.82556E-09
32.48885	2.82173E-09
32.66166	2.81761E-09
32.83447	2.81325E-09
33.00729	2.80865E-09
33.18010	2.80382E-09
33.35291	2.79877E-09
33.52573	2.79354E-09
33.69854	2.78811E-09
33.87135	2.78255E-09
34.04417	2.77683E-09
34.21698	2.77097E-09
34.38979	2.76502E-09
34.56260	2.75897E-09
34.73542	2.75286E-09
34.90823	2.74667E-09
35.08104	2.74046E-09
35.25386	2.73424E-09
35.42667	2.72801E-09
35.59948	2.72180E-09
35.77230	2.71562E-09
35.94511	2.70948E-09
36.11792	2.70342E-09
36.29073	2.69744E-09
36.46355	2.69155E-09
36.63636	2.68577E-09
36.80917	2.68010E-09
36.98199	2.67458E-09
37.15480	2.66920E-09
37.32761	2.66396E-09
37.50043	2.65889E-09
37.67324	2.65400E-09
37.84605	2.64929E-09
38.01886	2.64477E-09
38.19168	2.64044E-09
38.36449	2.63632E-09
38.53730	2.63240E-09
38.71012	2.62869E-09
38.88293	2.62519E-09
39.05574	2.62191E-09
39.22856	2.61884E-09
39.40137	2.61599E-09
39.57418	2.61336E-09
39.74699	2.61094E-09
39.91981	2.60874E-09
40.09262	2.60676E-09
40.26543	2.60498E-09
40.43825	2.60340E-09
40.61106	2.60203E-09
40.78387	2.60087E-09
40.95669	2.59988E-09
41.12950	2.59909E-09
41.30231	2.59848E-09
41.47513	2.59805E-09
41.64794	2.59778E-09
41.82075	2.59766E-09
41.99356	2.59769E-09
42.16638	2.59787E-09
42.33919	2.59818E-09
42.51200	2.59861E-09
42.68482	2.59916E-09
42.85763	2.59981E-09
43.03044	2.60055E-09
43.20326	2.60139E-09
43.37607	2.60229E-09
43.54888	2.60326E-09
43.72169	2.60428E-09
43.89451	2.60533E-09
44.06732	2.60644E-09
44.24013	2.60755E-09
44.41295	2.60870E-09
44.58576	2.60985E-09
44.75857	2.61099E-09
44.93139	2.61212E-09
45.10420	2.61323E-09
45.27701	2.61432E-09
45.44982	2.61535E-09
45.62264	2.61636E-09
45.79545	2.61730E-09
45.96826	2.61821E-09
46.14108	2.61905E-09
46.31389	2.61981E-09
46.48670	2.62049E-09
46.65952	2.62112E-09
46.83233	2.62165E-09
47.00514	2.62211E-09
47.17795	2.62246E-09
47.35077	2.62275E-09
47.52358	2.62293E-09
47.69639	2.62303E-09
47.86921	2.62303E-09
48.04202	2.62296E-09
48.21483	2.62278E-09
48.38765	2.62250E-09
48.56046	2.62215E-09
48.73327	2.62172E-09
48.90608	2.62121E-09
49.07890	2.62061E-09
49.25171	2.61994E-09
49.42452	2.61919E-09
49.59734	2.61839E-09
49.77015	2.61752E-09
49.94296	2.61658E-09
50.11578	2.61560E-09
50.28859	2.61456E-09
50.46140	2.61350E-09
50.63422	2.61238E-09
50.80703	2.61123E-09
50.97984	2.61006E-09
51.15265	2.60887E-09
51.32547	2.60767E-09
51.49828	2.60647E-09
51.67109	2.60526E-09
51.84391	2.60406E-09
52.01672	2.60286E-09
52.18953	2.60169E-09
52.36235	2.60053E-09
52.53516	2.59940E-09
52.70797	2.59831E-09
52.88078	2.59724E-09
53.05360	2.59623E-09
53.22641	2.59526E-09
53.39922	2.59433E-09
53.57204	2.59347E-09
53.74485	2.59266E-09
53.91766	2.59191E-09
54.09048	2.59123E-09
54.26329	2.59062E-09
54.43610	2.59006E-09
54.60891	2.58959E-09
54.78173	2.58920E-09
54.95454	2.58887E-09
55.12735	2.58862E-09
55.30017	2.58844E-09
55.47298	2.58834E-09
55.64579	2.58833E-09
55.81861	2.58838E-09
55.99142	2.58852E-09
56.16423	2.58872E-09
56.33704	2.58901E-09
56.50986	2.58935E-09
56.68267	2.58977E-09
56.85548	2.59026E-09
57.02830	2.59082E-09
57.20111	2.59142E-09
57.37392	2.59210E-09
57.54674	2.59282E-09
57.71955	2.59360E-09
57.89236	2.59441E-09
58.06517	2.59529E-09
58.23799	2.59618E-09
58.41080	2.59711E-09
58.58361	2.59809E-09
58.75643	2.59908E-09
58.92924	2.60010E-09
59.10205	2.60111E-09
59.27487	2.60216E-09
59.44768	2.60320E-09
59.62049	2.60425E-09
59.79331	2.60529E-09
59.96612	2.60633E-09
60.13893	2.60736E-09
60.31174	2.60836E-09
60.48456	2.60935E-09
60.65737	2.61030E-09
60.83018	2.61124E-09
61.00300	2.61213E-09
61.17581	2.61299E-09
61.34862	2.61382E-09
61.52144	2.61459E-09
61.69425	2.61532E-09
61.86706	2.61600E-09
62.03987	2.61663E-09
62.21269	2.61720E-09
62.38550	2.61773E-09
62.55831	2.61819E-09
62.73113	2.61860E-09
62.90394	2.61894E-09
63.07675	2.61923E-09
63.24957	2.61946E-09
63.42238	2.61964E-09
63.59519	2.61976E-09
63.76800	2.61980E-09
63.94082	2.61979E-09
64.11363	2.61973E-09
64.28644	2.61962E-09
64.45926	2.61944E-09
64.63207	2.61921E-09
64.80488	2.61894E-09
64.97770	2.61861E-09
65.15051	2.61825E-09
65.32332	2.61784E-09
65.49613	2.61738E-09
65.66895	2.61691E-09
65.84176	2.61639E-09
66.01457	2.61583E-09
66.18739	2.61527E-09
66.36020	2.61466E-09
66.53301	2.61403E-09
66.70583	2.61339E-09
66.87864	2.61275E-09
67.05145	2.61208E-09
67.22426	2.61140E-09
67.39708	2.61074E-09
67.56989	2.61007E-09
67.74270	2.60939E-09
67.91552	2.60871E-09
68.08833	2.60806E-09
68.26114	2.60741E-09
68.43396	2.60678E-09
68.60677	2.60615E-09
68.77958	2.60556E-09
68.95240	2.60497E-09
69.12521	2.60441E-09
69.29802	2.60388E-09
69.47083	2.60337E-09
69.64365	2.60290E-09
69.81646	2.60245E-09
69.98927	2.60205E-09
70.16209	2.60166E-09
70.33490	2.60132E-09
70.50771	2.60099E-09
70.68053	2.60072E-09
70.85334	2.60048E-09
71.02615	2.60026E-09
71.19896	2.60008E-09
71.37178	2.59994E-09
71.54459	2.59981E-09
71.71740	2.59973E-09
71.89022	2.59967E-09
72.06303	2.59965E-09
72.23584	2.59967E-09
72.40866	2.59969E-09
72.58147	2.59974E-09
72.75428	2.59981E-09
72.92709	2.59991E-09
73.09991	2.60001E-09
73.27272	2.60014E-09
73.44553	2.60027E-09
73.61835	2.60043E-09
73.79116	2.60057E-09
73.96397	2.60072E-09
74.13679	2.60089E-09
74.30960	2.60105E-09
74.48241	2.60122E-09
74.65522	2.60137E-09
74.82804	2.60151E-09
75.00085	2.60164E-09
75.17366	2.60176E-09
75.34648	2.60184E-09
75.51929	2.60193E-09
75.69210	2.60198E-09
75.86492	2.60200E-09
76.03773	2.60200E-09
76.21054	2.60197E-09
76.38335	2.60191E-09
76.55617	2.60181E-09
76.72898	2.60167E-09
76.90179	2.60150E-09
77.07461	2.60128E-09
77.24742	2.60103E-09
77.42023	2.60073E-09
77.59305	2.60039E-09
77.76586	2.60001E-09
77.93867	2.59958E-09
78.11149	2.59911E-09
78.28430	2.59858E-09
78.45711	2.59801E-09
78.62992	2.59741E-09
78.80274	2.59674E-09
78.97555	2.59604E-09
79.14836	2.59531E-09
79.32118	2.59451E-09
79.49399	2.59369E-09
79.66680	2.59281E-09
79.83962	2.59189E-09
80.01243	2.59094E-09
80.18524	2.58995E-09
80.35805	2.58893E-09
80.53087	2.58788E-09
80.70368	2.58679E-09
80.87649	2.58568E-09
81.04931	2.58454E-09
81.22212	2.58338E-09
81.39493	2.58218E-09
81.56775	2.58097E-09
81.74056	2.57974E-09
81.91337	2.57849E-09
82.08618	2.57722E-09
82.25900	2.57594E-09
82.43181	2.57467E-09
82.60462	2.57337E-09
82.77744	2.57207E-09
82.95025	2.57078E-09
83.12306	2.56948E-09
83.29588	2.56818E-09
83.46869	2.56689E-09
83.64150	2.56560E-09
83.81431	2.56432E-09
83.98713	2.56304E-09
84.15994	2.56178E-09
84.33275	2.56052E-09
84.50557	2.55927E-09
84.67838	2.55804E-09
84.85119	2.55683E-09
85.02401	2.55562E-09
85.19682	2.55441E-09
85.36963	2.55325E-09
85.54244	2.55208E-09
85.71526	2.55094E-09
85.88807	2.54980E-09
86.06088	2.54868E-09
86.23370	2.54758E-09
86.40651	2.54650E-09
86.57932	2.54542E-09
86.75214	2.54436E-09
86.92495	2.54331E-09
87.09776	2.54227E-09
87.27058	2.54126E-09
87.44339	2.54023E-09
87.61620	2.53922E-09
87.78901	2.53822E-09
87.96183	2.53722E-09
88.13464	2.53624E-09
88.30745	2.53525E-09
88.48027	2.53425E-09
88.65308	2.53325E-09
88.82589	2.53226E-09
88.99871	2.53124E-09
89.17152	2.53023E-09
89.34433	2.52922E-09
89.51714	2.52818E-09
89.68996	2.52712E-09
89.86277	2.52607E-09
90.03558	2.52499E-09
90.20840	2.52388E-09
90.38121	2.52275E-09
90.55402	2.52161E-09
90.72684	2.52044E-09
90.89965	2.51925E-09
91.07246	2.51802E-09
91.24527	2.51677E-09
91.41809	2.51548E-09
91.59090	2.51417E-09
91.76371	2.51282E-09
91.93653	2.51144E-09
92.10934	2.51002E-09
92.28215	2.50856E-09
92.45497	2.50708E-09
92.62778	2.50555E-09
92.80059	2.50399E-09
92.97340	2.50239E-09
93.14622	2.50075E-09
93.31903	2.49908E-09
93.49184	2.49737E-09
93.66466	2.49562E-09
93.83747	2.49384E-09
94.01028	2.49203E-09
94.18310	2.49019E-09
94.35591	2.48831E-09
94.52872	2.48640E-09
94.70153	2.48446E-09
94.87435	2.48249E-09
95.04716	2.48049E-09
95.21997	2.47846E-09
95.39279	2.47643E-09
95.56560	2.47436E-09
95.73841	2.47229E-09
95.91123	2.47018E-09
96.08404	2.46806E-09
96.25685	2.46594E-09
96.42967	2.46379E-09
96.60248	2.46165E-09
96.77529	2.45951E-09
96.94810	2.45735E-09
97.12092	2.45519E-09
97.29373	2.45304E-09
97.46654	2.45089E-09
97.63936	2.44875E-09
97.81217	2.44663E-09
97.98498	2.44449E-09
98.15780	2.44239E-09
98.33061	2.44029E-09
98.50342	2.43822E-09
98.67623	2.43615E-09
98.84905	2.43411E-09
99.02186	2.43210E-09
99.19467	2.43011E-09
99.36749	2.42814E-09
99.54030	2.42620E-09
99.71311	2.42429E-09
99.88593	2.42241E-09
100.05874	2.42056E-09
100.23155	2.41873E-09
100.40436	2.41693E-09
100.57718	2.41518E-09
100.74999	2.41345E-09
100.92280	2.41176E-09
101.09562	2.41011E-09
101.26843	2.40847E-09
101.44124	2.40688E-09
101.61406	2.40532E-09
101.78687	2.40381E-09
101.95968	2.40231E-09
102.13249	2.40085E-09
102.30531	2.39941E-09
102.47812	2.39802E-09
102.65093	2.39665E-09
102.82375	2.39531E-09
102.99656	2.39400E-09
103.16937	2.39270E-09
103.34219	2.39144E-09
103.51500	2.39021E-09
103.68781	2.38898E-09
103.86062	2.38778E-09
104.03344	2.38660E-09
104.20625	2.38545E-09
104.37906	2.38430E-09
104.55188	2.38315E-09
104.72469	2.38203E-09
104.89750	2.38092E-09
105.07032	2.37980E-09
105.24313	2.37870E-09
105.41594	2.37759E-09
105.58876	2.37649E-09
105.76157	2.37540E-09
105.93438	2.37428E-09
106.10719	2.37318E-09
106.28001	2.37207E-09
106.45282	2.37095E-09
106.62563	2.36981E-09
106.79845	2.36867E-09
106.97126	2.36752E-09
107.14407	2.36635E-09
107.31689	2.36517E-09
107.48970	2.36397E-09
107.66251	2.36274E-09
107.83532	2.36151E-09
108.00814	2.36026E-09
108.18095	2.35897E-09
108.35376	2.35767E-09
108.52658	2.35636E-09
108.69939	2.35501E-09
108.87220	2.35364E-09
109.04502	2.35226E-09
109.21783	2.35086E-09
109.39064	2.34943E-09
109.56345	2.34797E-09
109.73627	2.34650E-09
