   707.092 0.104E-220.120   552.718      V21   GROUND    38 1     24   0.50 221 28
   707.106 0.142E-220.120   492.543      V21   GROUND    31 1     13   0.50 221 28
   707.106 0.142E-220.120   492.543      V21   GROUND    31 1     14   0.50 221 28
   707.156 0.168E-220.120   470.974      V21   GROUND    24 2      3   0.50 221 28
   707.156 0.168E-220.120   470.974      V21   GROUND    24 2      4   0.50 221 28
   707.179 0.668E-230.120   651.901      V21   GROUND    45 1     33   0.50 221 28
   707.179 0.668E-230.120   651.901      V21   GROUND    45 1     34   0.50 221 28
   707.284 0.449E-230.120   749.283      V21   GROUND    50 1     41   0.50 221 28
   707.290 0.133E-220.120   502.343      V21   GROUND    33 1     16   0.50 221 28
   707.290 0.133E-220.120   502.343      V21   GROUND    33 1     17   0.50 221 28
   707.296 0.941E-230.120   574.210      V21   GROUND    40 1     26   0.50 221 28
   707.296 0.941E-230.120   574.210      V21   GROUND    40 1     27   0.50 221 28
   707.326 0.164E-220.120   469.164      V21   GROUND    26 2      6   0.50 221 28
   707.326 0.164E-220.120   469.164      V21   GROUND    26 2      7   0.50 221 28
   707.355 0.449E-230.120   749.294      V21   GROUND    50 1     40   0.50 221 28
   707.473 0.580E-230.120   685.362      V21   GROUND    47 1     37   0.50 221 28
   707.476 0.580E-230.120   685.362      V21   GROUND    47 1     36   0.50 221 28
   707.479 0.123E-220.120   515.672      V21   GROUND    35 1     19   0.50 221 28
   707.479 0.123E-220.120   515.672      V21   GROUND    35 1     20   0.50 221 28
   707.502 0.158E-220.120   470.866      V21   GROUND    28 1     10   0.50 221 28
   707.502 0.158E-220.120   470.866      V21   GROUND    28 1      9   0.50 221 28
   707.516 0.840E-230.120   599.284      V21   GROUND    42 1     29   0.50 221 28
   707.516 0.840E-230.120   599.284      V21   GROUND    42 1     30   0.50 221 28
   707.570 0.211E-230.120   669.652      V21   GROUND    50       48   0.50 221 28
   707.571 0.211E-230.120   669.652      V21   GROUND    50       48   0.50 221 28
   707.676 0.113E-220.120   532.542      V21   GROUND    37 1     22   0.50 221 28
   707.676 0.113E-220.120   532.542      V21   GROUND    37 1     23   0.50 221 28
