1.2050E-04	6.7580E-05
9.2050E-04	6.7580E-05
1.2050E-03	6.7580E-05
1.4580E-03	6.7000E-05
1.7650E-03	6.3720E-05
2.1350E-03	5.8020E-05
2.5840E-03	5.0630E-05
3.1270E-03	4.2470E-05
3.7830E-03	3.4450E-05
4.5780E-03	2.7250E-05
5.5390E-03	2.1220E-05
6.7030E-03	1.6430E-05
8.1100E-03	1.2780E-05
9.8140E-03	1.0090E-05
1.1870E-02	8.1540E-06
1.4370E-02	6.7850E-06
1.7390E-02	5.8410E-06
2.1040E-02	5.2140E-06
2.5460E-02	4.8260E-06
3.0800E-02	4.6220E-06
3.7270E-02	4.5560E-06
4.7270E-02	4.5560E-06
5.7270E-02	4.5560E-06
