2.1350E-03	1.3440E-05
2.5840E-03	1.0400E-05
3.1270E-03	7.2180E-06
3.7830E-03	4.6400E-06
4.5780E-03	2.8470E-06
5.5390E-03	1.7040E-06
6.7030E-03	1.0080E-06
8.1100E-03	5.9090E-07
9.8140E-03	3.4280E-07
1.1870E-02	1.9640E-07
1.4370E-02	1.1150E-07
1.7390E-02	6.3320E-08
2.1040E-02	3.6600E-08
2.5460E-02	2.1990E-08
3.0800E-02	1.4020E-08
3.7270E-02	9.6600E-09
4.5100E-02	7.2770E-09
5.4570E-02	6.0260E-09
6.6030E-02	5.4810E-09
7.9900E-02	5.4480E-09
9.6680E-02	5.8760E-09
1.1700E-01	6.8190E-09
1.4160E-01	8.4490E-09
1.7130E-01	1.1090E-08
2.0730E-01	1.5320E-08
2.5080E-01	2.2020E-08
3.0350E-01	3.2480E-08
3.6720E-01	4.8170E-08
4.4430E-01	6.9870E-08
5.3760E-01	9.5970E-08
6.5060E-01	1.2080E-07
7.8720E-01	1.3570E-07
9.5250E-01	1.3460E-07
1.1530E+00	1.1890E-07
1.3950E+00	9.6360E-08
1.6880E+00	7.5300E-08
2.0420E+00	6.0130E-08
2.4710E+00	5.1880E-08
2.9900E+00	5.0330E-08
