Wavenumber	NESR 1.00 cm-1
17.97255	1.26466E-08
18.14537	1.24456E-08
18.31818	1.22505E-08
18.49099	1.20615E-08
18.66381	1.18789E-08
18.83662	1.17026E-08
19.00943	1.15327E-08
19.18225	1.13694E-08
19.35506	1.12124E-08
19.52787	1.10620E-08
19.70068	1.09179E-08
19.87350	1.07801E-08
20.04631	1.06485E-08
20.21912	1.05229E-08
20.39194	1.04034E-08
20.56475	1.02896E-08
20.73756	1.01816E-08
20.91038	1.00791E-08
21.08319	9.98210E-09
21.25600	9.89030E-09
21.42881	9.80357E-09
21.60163	9.72188E-09
21.77444	9.64497E-09
21.94725	9.57276E-09
22.12007	9.50507E-09
22.29288	9.44175E-09
22.46569	9.38263E-09
22.63851	9.32757E-09
22.81132	9.27642E-09
22.98413	9.22911E-09
23.15695	9.18548E-09
23.32976	9.14533E-09
23.50257	9.10854E-09
23.67538	9.07504E-09
23.84820	9.04457E-09
24.02101	9.01710E-09
24.19382	8.99250E-09
24.36664	8.97055E-09
24.53945	8.95123E-09
24.71226	8.93435E-09
24.88508	8.91973E-09
25.05789	8.90734E-09
25.23070	8.89700E-09
25.40351	8.88855E-09
25.57633	8.88193E-09
25.74914	8.87700E-09
25.92195	8.87363E-09
26.09477	8.87170E-09
26.26758	8.87105E-09
26.44039	8.87161E-09
26.61321	8.87322E-09
26.78602	8.87577E-09
26.95883	8.87917E-09
27.13164	8.88325E-09
27.30446	8.88794E-09
27.47727	8.89307E-09
27.65008	8.89861E-09
27.82290	8.90439E-09
27.99571	8.91030E-09
28.16852	8.91627E-09
28.34134	8.92221E-09
28.51415	8.92798E-09
28.68696	8.93347E-09
28.85977	8.93871E-09
29.03259	8.94349E-09
29.20540	8.94780E-09
29.37821	8.95156E-09
29.55103	8.95469E-09
29.72384	8.95711E-09
29.89665	8.95882E-09
30.06947	8.95970E-09
30.24228	8.95977E-09
30.41509	8.95892E-09
30.58790	8.95720E-09
30.76072	8.95454E-09
30.93353	8.95096E-09
31.10634	8.94636E-09
31.27916	8.94082E-09
31.45197	8.93430E-09
31.62478	8.92680E-09
31.79760	8.91833E-09
31.97041	8.90891E-09
32.14322	8.89861E-09
32.31604	8.88736E-09
32.48885	8.87531E-09
32.66166	8.86236E-09
32.83447	8.84863E-09
33.00729	8.83416E-09
33.18010	8.81897E-09
33.35291	8.80310E-09
33.52573	8.78663E-09
33.69854	8.76957E-09
33.87135	8.75207E-09
34.04417	8.73407E-09
34.21698	8.71564E-09
34.38979	8.69693E-09
34.56260	8.67791E-09
34.73542	8.65867E-09
34.90823	8.63922E-09
35.08104	8.61970E-09
35.25386	8.60012E-09
35.42667	8.58054E-09
35.59948	8.56099E-09
35.77230	8.54155E-09
35.94511	8.52225E-09
36.11792	8.50318E-09
36.29073	8.48436E-09
36.46355	8.46583E-09
36.63636	8.44767E-09
36.80917	8.42984E-09
36.98199	8.41248E-09
37.15480	8.39553E-09
37.32761	8.37906E-09
37.50043	8.36313E-09
37.67324	8.34775E-09
37.84605	8.33293E-09
38.01886	8.31870E-09
38.19168	8.30510E-09
38.36449	8.29213E-09
38.53730	8.27979E-09
38.71012	8.26812E-09
38.88293	8.25712E-09
39.05574	8.24679E-09
39.22856	8.23715E-09
39.40137	8.22819E-09
39.57418	8.21991E-09
39.74699	8.21230E-09
39.91981	8.20537E-09
40.09262	8.19915E-09
40.26543	8.19354E-09
40.43825	8.18858E-09
40.61106	8.18427E-09
40.78387	8.18062E-09
40.95669	8.17751E-09
41.12950	8.17502E-09
41.30231	8.17310E-09
41.47513	8.17174E-09
41.64794	8.17089E-09
41.82075	8.17053E-09
41.99356	8.17063E-09
42.16638	8.17120E-09
42.33919	8.17217E-09
42.51200	8.17352E-09
42.68482	8.17526E-09
42.85763	8.17730E-09
43.03044	8.17962E-09
43.20326	8.18226E-09
43.37607	8.18510E-09
43.54888	8.18814E-09
43.72169	8.19135E-09
43.89451	8.19467E-09
44.06732	8.19814E-09
44.24013	8.20165E-09
44.41295	8.20526E-09
44.58576	8.20887E-09
44.75857	8.21245E-09
44.93139	8.21602E-09
45.10420	8.21951E-09
45.27701	8.22292E-09
45.44982	8.22617E-09
45.62264	8.22936E-09
45.79545	8.23232E-09
45.96826	8.23517E-09
46.14108	8.23780E-09
46.31389	8.24021E-09
46.48670	8.24235E-09
46.65952	8.24433E-09
46.83233	8.24598E-09
47.00514	8.24742E-09
47.17795	8.24854E-09
47.35077	8.24944E-09
47.52358	8.25002E-09
47.69639	8.25034E-09
47.86921	8.25033E-09
48.04202	8.25010E-09
48.21483	8.24954E-09
48.38765	8.24866E-09
48.56046	8.24757E-09
48.73327	8.24621E-09
48.90608	8.24461E-09
49.07890	8.24271E-09
49.25171	8.24061E-09
49.42452	8.23826E-09
49.59734	8.23573E-09
49.77015	8.23298E-09
49.94296	8.23005E-09
50.11578	8.22695E-09
50.28859	8.22369E-09
50.46140	8.22034E-09
50.63422	8.21681E-09
50.80703	8.21321E-09
50.97984	8.20955E-09
51.15265	8.20580E-09
51.32547	8.20203E-09
51.49828	8.19825E-09
51.67109	8.19443E-09
51.84391	8.19067E-09
52.01672	8.18688E-09
52.18953	8.18321E-09
52.36235	8.17956E-09
52.53516	8.17602E-09
52.70797	8.17258E-09
52.88078	8.16921E-09
53.05360	8.16603E-09
53.22641	8.16298E-09
53.39922	8.16006E-09
53.57204	8.15736E-09
53.74485	8.15479E-09
53.91766	8.15246E-09
54.09048	8.15030E-09
54.26329	8.14838E-09
54.43610	8.14663E-09
54.60891	8.14516E-09
54.78173	8.14392E-09
54.95454	8.14287E-09
55.12735	8.14209E-09
55.30017	8.14154E-09
55.47298	8.14122E-09
55.64579	8.14120E-09
55.81861	8.14135E-09
55.99142	8.14179E-09
56.16423	8.14241E-09
56.33704	8.14332E-09
56.50986	8.14440E-09
56.68267	8.14573E-09
56.85548	8.14726E-09
57.02830	8.14901E-09
57.20111	8.15090E-09
57.37392	8.15303E-09
57.54674	8.15530E-09
57.71955	8.15776E-09
57.89236	8.16032E-09
58.06517	8.16306E-09
58.23799	8.16588E-09
58.41080	8.16881E-09
58.58361	8.17188E-09
58.75643	8.17499E-09
58.92924	8.17819E-09
59.10205	8.18139E-09
59.27487	8.18467E-09
59.44768	8.18795E-09
59.62049	8.19126E-09
59.79331	8.19454E-09
59.96612	8.19779E-09
60.13893	8.20103E-09
60.31174	8.20417E-09
60.48456	8.20729E-09
60.65737	8.21029E-09
60.83018	8.21323E-09
61.00300	8.21603E-09
61.17581	8.21874E-09
61.34862	8.22135E-09
61.52144	8.22379E-09
61.69425	8.22606E-09
61.86706	8.22821E-09
62.03987	8.23019E-09
62.21269	8.23200E-09
62.38550	8.23364E-09
62.55831	8.23511E-09
62.73113	8.23640E-09
62.90394	8.23747E-09
63.07675	8.23837E-09
63.24957	8.23910E-09
63.42238	8.23965E-09
63.59519	8.24003E-09
63.76800	8.24018E-09
63.94082	8.24014E-09
64.11363	8.23994E-09
64.28644	8.23959E-09
64.45926	8.23902E-09
64.63207	8.23832E-09
64.80488	8.23745E-09
64.97770	8.23641E-09
65.15051	8.23529E-09
65.32332	8.23400E-09
65.49613	8.23256E-09
65.66895	8.23106E-09
65.84176	8.22944E-09
66.01457	8.22768E-09
66.18739	8.22591E-09
66.36020	8.22399E-09
66.53301	8.22201E-09
66.70583	8.22001E-09
66.87864	8.21799E-09
67.05145	8.21589E-09
67.22426	8.21375E-09
67.39708	8.21166E-09
67.56989	8.20955E-09
67.74270	8.20741E-09
67.91552	8.20530E-09
68.08833	8.20325E-09
68.26114	8.20118E-09
68.43396	8.19921E-09
68.60677	8.19724E-09
68.77958	8.19537E-09
68.95240	8.19352E-09
69.12521	8.19174E-09
69.29802	8.19010E-09
69.47083	8.18849E-09
69.64365	8.18701E-09
69.81646	8.18560E-09
69.98927	8.18434E-09
70.16209	8.18310E-09
70.33490	8.18204E-09
70.50771	8.18101E-09
70.68053	8.18016E-09
70.85334	8.17939E-09
71.02615	8.17869E-09
71.19896	8.17813E-09
71.37178	8.17769E-09
71.54459	8.17728E-09
71.71740	8.17705E-09
71.89022	8.17685E-09
72.06303	8.17678E-09
72.23584	8.17684E-09
72.40866	8.17692E-09
72.58147	8.17708E-09
72.75428	8.17731E-09
72.92709	8.17760E-09
73.09991	8.17792E-09
73.27272	8.17832E-09
73.44553	8.17874E-09
73.61835	8.17923E-09
73.79116	8.17968E-09
73.96397	8.18016E-09
74.13679	8.18068E-09
74.30960	8.18120E-09
74.48241	8.18172E-09
74.65522	8.18219E-09
74.82804	8.18263E-09
75.00085	8.18304E-09
75.17366	8.18341E-09
75.34648	8.18369E-09
75.51929	8.18395E-09
75.69210	8.18412E-09
75.86492	8.18419E-09
76.03773	8.18417E-09
76.21054	8.18408E-09
76.38335	8.18389E-09
76.55617	8.18357E-09
76.72898	8.18315E-09
76.90179	8.18259E-09
77.07461	8.18190E-09
77.24742	8.18112E-09
77.42023	8.18018E-09
77.59305	8.17912E-09
77.76586	8.17791E-09
77.93867	8.17656E-09
78.11149	8.17508E-09
78.28430	8.17343E-09
78.45711	8.17165E-09
78.62992	8.16973E-09
78.80274	8.16765E-09
78.97555	8.16543E-09
79.14836	8.16313E-09
79.32118	8.16063E-09
79.49399	8.15804E-09
79.66680	8.15529E-09
79.83962	8.15240E-09
80.01243	8.14940E-09
80.18524	8.14629E-09
80.35805	8.14308E-09
80.53087	8.13978E-09
80.70368	8.13634E-09
80.87649	8.13284E-09
81.04931	8.12926E-09
81.22212	8.12560E-09
81.39493	8.12184E-09
81.56775	8.11804E-09
81.74056	8.11415E-09
81.91337	8.11022E-09
82.08618	8.10624E-09
82.25900	8.10222E-09
82.43181	8.09822E-09
82.60462	8.09413E-09
82.77744	8.09004E-09
82.95025	8.08598E-09
83.12306	8.08189E-09
83.29588	8.07781E-09
83.46869	8.07374E-09
83.64150	8.06970E-09
83.81431	8.06565E-09
83.98713	8.06163E-09
84.15994	8.05767E-09
84.33275	8.05371E-09
84.50557	8.04978E-09
84.67838	8.04590E-09
84.85119	8.04209E-09
85.02401	8.03829E-09
85.19682	8.03450E-09
85.36963	8.03084E-09
85.54244	8.02718E-09
85.71526	8.02358E-09
85.88807	8.02000E-09
86.06088	8.01648E-09
86.23370	8.01301E-09
86.40651	8.00961E-09
86.57932	8.00623E-09
86.75214	8.00290E-09
86.92495	7.99957E-09
87.09776	7.99632E-09
87.27058	7.99314E-09
87.44339	7.98990E-09
87.61620	7.98673E-09
87.78901	7.98358E-09
87.96183	7.98043E-09
88.13464	7.97735E-09
88.30745	7.97421E-09
88.48027	7.97110E-09
88.65308	7.96793E-09
88.82589	7.96483E-09
88.99871	7.96163E-09
89.17152	7.95845E-09
89.34433	7.95525E-09
89.51714	7.95198E-09
89.68996	7.94865E-09
89.86277	7.94535E-09
90.03558	7.94195E-09
90.20840	7.93845E-09
90.38121	7.93492E-09
90.55402	7.93133E-09
90.72684	7.92765E-09
90.89965	7.92389E-09
91.07246	7.92002E-09
91.24527	7.91612E-09
91.41809	7.91206E-09
91.59090	7.90791E-09
91.76371	7.90367E-09
91.93653	7.89934E-09
92.10934	7.89486E-09
92.28215	7.89029E-09
92.45497	7.88562E-09
92.62778	7.88081E-09
92.80059	7.87591E-09
92.97340	7.87087E-09
93.14622	7.86573E-09
93.31903	7.86046E-09
93.49184	7.85509E-09
93.66466	7.84959E-09
93.83747	7.84397E-09
94.01028	7.83829E-09
94.18310	7.83250E-09
94.35591	7.82658E-09
94.52872	7.82057E-09
94.70153	7.81447E-09
94.87435	7.80828E-09
95.04716	7.80199E-09
95.21997	7.79561E-09
95.39279	7.78921E-09
95.56560	7.78271E-09
95.73841	7.77619E-09
95.91123	7.76957E-09
96.08404	7.76291E-09
96.25685	7.75621E-09
96.42967	7.74947E-09
96.60248	7.74274E-09
96.77529	7.73599E-09
96.94810	7.72920E-09
97.12092	7.72242E-09
97.29373	7.71565E-09
97.46654	7.70890E-09
97.63936	7.70215E-09
97.81217	7.69547E-09
97.98498	7.68874E-09
98.15780	7.68214E-09
98.33061	7.67556E-09
98.50342	7.66903E-09
98.67623	7.66252E-09
98.84905	7.65610E-09
99.02186	7.64980E-09
99.19467	7.64352E-09
99.36749	7.63734E-09
99.54030	7.63122E-09
99.71311	7.62521E-09
99.88593	7.61930E-09
100.05874	7.61349E-09
100.23155	7.60773E-09
100.40436	7.60208E-09
100.57718	7.59658E-09
100.74999	7.59113E-09
100.92280	7.58580E-09
101.09562	7.58061E-09
101.26843	7.57547E-09
101.44124	7.57045E-09
101.61406	7.56557E-09
101.78687	7.56081E-09
101.95968	7.55607E-09
102.13249	7.55150E-09
102.30531	7.54698E-09
102.47812	7.54260E-09
102.65093	7.53829E-09
102.82375	7.53407E-09
102.99656	7.52994E-09
103.16937	7.52587E-09
103.34219	7.52190E-09
103.51500	7.51802E-09
103.68781	7.51416E-09
103.86062	7.51038E-09
104.03344	7.50666E-09
104.20625	7.50304E-09
104.37906	7.49944E-09
104.55188	7.49582E-09
104.72469	7.49231E-09
104.89750	7.48881E-09
105.07032	7.48530E-09
105.24313	7.48184E-09
105.41594	7.47833E-09
105.58876	7.47488E-09
