   967.535 0.509E-230.043  1482.072
   967.544 0.118E-220.050  1513.599
   967.748 0.713E-230.050  1513.599
   969.194 0.741E-230.045  1453.752
   969.557 0.164E-220.052  1498.950
   971.018 0.103E-220.047  1428.187
   971.018 0.103E-220.047  1428.187
   971.662 0.202E-220.052  1486.977
   972.980 0.139E-220.049  1405.360
   973.520 0.242E-220.053  1477.672
   973.680 0.242E-220.053  1477.675
   975.051 0.182E-220.051  1385.255
   975.227 0.282E-220.054  1471.033
   975.572 0.442E-230.042  1375.432
   975.572 0.442E-230.042  1375.432
   976.347 0.316E-220.054  1467.050
   976.752 0.330E-220.054  1465.723
   977.065 0.730E-230.045  1344.237
   977.197 0.232E-220.052  1367.859
   977.205 0.229E-220.052  1367.859
   978.729 0.112E-220.047  1315.826
   979.649 0.298E-220.053  1353.159
   980.551 0.161E-220.049  1290.178
   980.551 0.161E-220.049  1290.178
   981.747 0.373E-220.054  1341.145
   982.509 0.225E-220.051  1267.277
   983.397 0.453E-220.055  1331.809
   983.519 0.453E-220.055  1331.811
   984.581 0.303E-220.052  1247.106
   985.079 0.509E-230.044  1245.233
   984.796 0.509E-230.044  1245.233
   985.164 0.540E-220.055  1325.147
   986.334 0.935E-230.046  1213.942
   986.125 0.613E-220.056  1321.151
   986.735 0.399E-220.054  1229.654
   986.735 0.399E-220.054  1229.654
   986.800 0.640E-220.056  1319.819
   988.458 0.154E-220.048  1185.443
   988.764 0.997E-230.055  1214.906
   988.959 0.416E-220.055  1214.906
   990.317 0.235E-220.050  1159.716
   989.865 0.235E-220.050  1159.716
   991.106 0.652E-220.056  1202.854
   991.838 0.341E-220.052  1136.745
   993.244 0.815E-220.056  1193.488
   993.225 0.807E-220.056  1193.489
   993.775 0.470E-230.045  1122.587
   993.862 0.470E-230.045  1122.587
   993.928 0.473E-220.054  1116.512
   994.911 0.982E-220.057  1186.803
   995.527 0.104E-220.048  1091.206
   996.460 0.637E-220.055  1099.006
   996.460 0.637E-220.055  1099.006
   996.285 0.113E-210.057  1182.794
   996.770 0.120E-210.057  1181.458
   997.112 0.191E-220.050  1062.624
   998.685 0.839E-220.056  1084.213
   998.983 0.313E-220.052  1036.822
   999.216 0.313E-220.052  1036.822
  1000.487 0.431E-230.054  1471.033
  1000.681 0.108E-210.057  1072.124
  1001.228 0.477E-220.053  1013.784
  1001.757 0.795E-230.053  1477.672
  1002.730 0.138E-210.058  1062.729
  1002.787 0.137E-210.058  1062.730
  1002.864 0.620E-230.053  1477.675
  1003.338 0.691E-220.055   993.493
  1004.265 0.928E-230.049   976.047
  1004.629 0.170E-210.058  1056.024
  1005.029 0.121E-220.052  1486.977
  1005.532 0.958E-220.056   975.936
  1005.324 0.958E-220.056   975.936
  1006.086 0.204E-220.051   947.387
  1005.974 0.202E-210.059  1052.002
  1006.483 0.216E-210.059  1050.662
  1007.801 0.129E-210.057   961.100
  1007.910 0.153E-220.052  1498.950
  1008.028 0.374E-220.053   921.516
  1007.931 0.374E-220.053   921.516
  1008.707 0.958E-230.055  1325.147
  1009.926 0.170E-210.058   948.976
  1010.084 0.613E-220.055   898.415
  1010.322 0.178E-220.055  1331.809
  1011.033 0.177E-220.050  1513.599
  1011.041 0.177E-220.050  1513.599
  1011.340 0.189E-220.055  1331.811
  1012.246 0.932E-220.056   878.068
  1012.227 0.222E-210.059   939.554
  1012.189 0.220E-210.059   939.555
  1012.926 0.531E-230.050   868.485
  1013.434 0.260E-220.054  1341.145
  1014.218 0.281E-210.060   932.829
  1014.347 0.193E-220.049  1530.937
  1014.388 0.135E-210.058   860.463
  1014.500 0.135E-210.058   860.463
  1014.777 0.177E-220.052   839.752
  1015.614 0.652E-230.057  1182.794
  1015.734 0.341E-210.060   928.796
  1016.326 0.370E-210.060   927.452
  1016.467 0.323E-220.053  1353.159
  1016.728 0.392E-220.054   813.814
  1016.754 0.392E-220.054   813.814
  1016.834 0.188E-210.059   845.587
  1016.866 0.192E-220.057  1186.803
  1017.791 0.203E-220.048  1550.973
  1018.818 0.375E-220.056  1193.488
  1018.849 0.711E-220.056   790.654
  1019.515 0.185E-210.060   833.429
  1019.295 0.687E-220.060   833.429
  1019.601 0.396E-220.056  1193.489
  1019.380 0.371E-220.052  1367.859
  1019.382 0.371E-220.052  1367.859
  1021.056 0.116E-210.057   770.256
  1021.320 0.204E-220.046  1573.723
  1021.320 0.204E-220.046  1573.723
  1021.512 0.338E-210.060   823.982
  1021.473 0.334E-210.060   823.982
  1021.909 0.535E-220.056  1202.854
  1023.062 0.403E-220.051  1385.255
  1023.366 0.177E-210.059   752.605
  1023.313 0.177E-210.059   752.605
  1023.599 0.140E-220.059  1052.002
  1023.389 0.989E-230.053   739.733
  1023.670 0.438E-210.061   817.239
  1024.946 0.199E-220.044  1599.200
  1025.037 0.656E-220.055  1214.906
  1025.108 0.451E-220.058  1056.024
  1025.396 0.327E-220.055   713.734
  1025.396 0.327E-220.055   713.734
  1025.374 0.551E-210.061   813.194
  1025.762 0.254E-210.060   737.691
  1026.064 0.609E-210.061   811.847
  1026.592 0.423E-220.049  1405.360
  1027.235 0.761E-220.058  1062.729
  1027.526 0.718E-220.057   690.519
  1027.873 0.791E-220.058  1062.730
  1028.251 0.352E-210.061   725.503
  1028.336 0.748E-220.054  1229.654
  1028.339 0.748E-220.054  1229.654
