
                       712.985 cm-1
                                HAZE
  126.78  0.47931E+01  145.84    0.33565E-01  0.90995E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  122.23  0.54510E+01  144.15    0.30531E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  117.76  0.61993E+01  142.34    0.26702E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  113.36  0.70502E+01  140.53    0.23876E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  109.02  0.80179E+01  138.80    0.23882E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  104.75  0.91185E+01  137.78    0.36566E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  102.31  0.98164E+01  137.22    0.91320E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
                                HCN 
  473.13  0.21329E-02  135.61    0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  467.70  0.24256E-02  136.94   -0.37613E-02 -0.39264E-02 -0.42784E-02 -0.49513E-02 -0.59307E-02 -0.72635E-02 -0.92652E-02 -0.12327E-01 -0.16913E-01 -0.24564E-01 -0.31327E-01
  462.23  0.27586E-02  138.28   -0.38929E-02 -0.40639E-02 -0.44283E-02 -0.51249E-02 -0.61389E-02 -0.75186E-02 -0.95907E-02 -0.12755E-01 -0.17490E-01 -0.25394E-01 -0.32453E-01
  456.73  0.31372E-02  139.64   -0.40306E-02 -0.42075E-02 -0.45846E-02 -0.53057E-02 -0.63552E-02 -0.77832E-02 -0.99273E-02 -0.13200E-01 -0.18092E-01 -0.26240E-01 -0.33491E-01
  451.19  0.35678E-02  141.01   -0.41890E-02 -0.43734E-02 -0.47661E-02 -0.55165E-02 -0.66086E-02 -0.80947E-02 -0.10325E-01 -0.13732E-01 -0.18813E-01 -0.27203E-01 -0.34478E-01
  445.62  0.40576E-02  142.39   -0.43265E-02 -0.45166E-02 -0.49218E-02 -0.56964E-02 -0.68237E-02 -0.83574E-02 -0.10658E-01 -0.14171E-01 -0.19404E-01 -0.28014E-01 -0.35430E-01
  440.02  0.46145E-02  143.79   -0.44494E-02 -0.46447E-02 -0.50612E-02 -0.58574E-02 -0.70163E-02 -0.85928E-02 -0.10957E-01 -0.14559E-01 -0.19915E-01 -0.28724E-01 -0.36400E-01
  434.38  0.52479E-02  145.20   -0.45820E-02 -0.47826E-02 -0.52108E-02 -0.60299E-02 -0.72221E-02 -0.88434E-02 -0.11274E-01 -0.14973E-01 -0.20464E-01 -0.29459E-01 -0.37240E-01
  428.71  0.59683E-02  146.63   -0.47016E-02 -0.49061E-02 -0.53443E-02 -0.61831E-02 -0.74039E-02 -0.90632E-02 -0.11549E-01 -0.15328E-01 -0.20926E-01 -0.30063E-01 -0.37894E-01
  423.00  0.67875E-02  148.07   -0.48603E-02 -0.50718E-02 -0.55248E-02 -0.63919E-02 -0.76538E-02 -0.93691E-02 -0.11939E-01 -0.15843E-01 -0.21615E-01 -0.30952E-01 -0.38741E-01
  417.26  0.77192E-02  149.52   -0.49888E-02 -0.52048E-02 -0.56686E-02 -0.65570E-02 -0.78497E-02 -0.96062E-02 -0.12236E-01 -0.16226E-01 -0.22108E-01 -0.31559E-01 -0.39329E-01
  411.49  0.87787E-02  150.99   -0.51369E-02 -0.53591E-02 -0.58367E-02 -0.67515E-02 -0.80825E-02 -0.98896E-02 -0.12592E-01 -0.16692E-01 -0.22705E-01 -0.32237E-01 -0.39754E-01
  405.68  0.99837E-02  152.47   -0.52575E-02 -0.54833E-02 -0.59704E-02 -0.69043E-02 -0.82629E-02 -0.10106E-01 -0.12859E-01 -0.17030E-01 -0.23122E-01 -0.32677E-01 -0.40016E-01
  399.84  0.11354E-01  153.97   -0.54082E-02 -0.56376E-02 -0.61356E-02 -0.70918E-02 -0.84829E-02 -0.10370E-01 -0.13191E-01 -0.17416E-01 -0.23599E-01 -0.33338E-01 -0.40897E-01
  393.96  0.12913E-01  155.48   -0.55282E-02 -0.57602E-02 -0.62668E-02 -0.72405E-02 -0.86568E-02 -0.10577E-01 -0.13442E-01 -0.17718E-01 -0.23943E-01 -0.33619E-01 -0.40867E-01
  388.05  0.14685E-01  157.01   -0.56051E-02 -0.58346E-02 -0.63420E-02 -0.73201E-02 -0.87420E-02 -0.10665E-01 -0.13529E-01 -0.17817E-01 -0.24008E-01 -0.33421E-01 -0.40042E-01
  382.11  0.16701E-01  158.55   -0.57235E-02 -0.59542E-02 -0.64685E-02 -0.74617E-02 -0.89048E-02 -0.10854E-01 -0.13750E-01 -0.18067E-01 -0.24248E-01 -0.33426E-01 -0.39415E-01
  376.13  0.18993E-01  160.11   -0.57676E-02 -0.59933E-02 -0.65045E-02 -0.74951E-02 -0.89337E-02 -0.10870E-01 -0.13739E-01 -0.17974E-01 -0.23955E-01 -0.32536E-01 -0.37569E-01
  370.11  0.21600E-01  161.68   -0.58898E-02 -0.61153E-02 -0.66322E-02 -0.76358E-02 -0.90919E-02 -0.11047E-01 -0.13933E-01 -0.18160E-01 -0.24038E-01 -0.32087E-01 -0.35947E-01
  364.07  0.24565E-01  163.27   -0.60760E-02 -0.63085E-02 -0.68419E-02 -0.78771E-02 -0.93770E-02 -0.11381E-01 -0.14329E-01 -0.18663E-01 -0.24478E-01 -0.31502E-01 -0.32877E-01
  357.99  0.27937E-01  164.87   -0.61296E-02 -0.63541E-02 -0.68813E-02 -0.79082E-02 -0.93928E-02 -0.11368E-01 -0.14257E-01 -0.18455E-01 -0.23973E-01 -0.30038E-01 -0.29216E-01
  351.87  0.31772E-01  166.49   -0.61881E-02 -0.64076E-02 -0.69324E-02 -0.79564E-02 -0.94320E-02 -0.11381E-01 -0.14210E-01 -0.18254E-01 -0.23321E-01 -0.27659E-01 -0.23232E-01
  345.72  0.36133E-01  168.12   -0.61433E-02 -0.63548E-02 -0.68690E-02 -0.78728E-02 -0.93111E-02 -0.11191E-01 -0.13880E-01 -0.17428E-01 -0.21511E-01 -0.23523E-01 -0.16978E-01
  339.54  0.41092E-01  169.77   -0.59800E-02 -0.61776E-02 -0.66691E-02 -0.76281E-02 -0.89900E-02 -0.10739E-01 -0.13190E-01 -0.16193E-01 -0.19048E-01 -0.17226E-01 -0.37064E-02
  333.32  0.46733E-01  171.44   -0.55983E-02 -0.57880E-02 -0.62545E-02 -0.71552E-02 -0.84129E-02 -0.99598E-02 -0.12000E-01 -0.14094E-01 -0.14406E-01 -0.33926E-02  0.27312E-01
  327.06  0.53148E-01  173.12   -0.49262E-02 -0.50876E-02 -0.54913E-02 -0.62602E-02 -0.72989E-02 -0.84831E-02 -0.98781E-02 -0.10618E-01 -0.78201E-02  0.13493E-01  0.65375E-01
  320.78  0.60443E-01  174.82   -0.38394E-02 -0.39558E-02 -0.42578E-02 -0.48131E-02 -0.54928E-02 -0.60891E-02 -0.64699E-02 -0.53903E-02  0.15155E-02  0.36740E-01  0.12326E+00
  314.46  0.68739E-01  176.50   -0.24165E-02 -0.24806E-02 -0.26551E-02 -0.29358E-02 -0.31527E-02 -0.29802E-02 -0.19971E-02  0.18597E-02  0.15342E-01  0.75437E-01  0.24289E+00
  308.11  0.78175E-01  178.11   -0.10756E-02 -0.10900E-02 -0.11373E-02 -0.11282E-02 -0.88780E-03 -0.60521E-04  0.21281E-02  0.10428E-01  0.33036E-01  0.13240E+00  0.81538E+00
  301.73  0.88905E-01  179.64    0.11714E-02  0.12616E-02  0.14458E-02  0.19476E-02  0.30128E-02  0.52042E-02  0.98890E-02  0.24056E-01  0.61439E-01  0.24901E+00  0.00000E+00
  295.32  0.10111E+00  181.01    0.32920E-02  0.35091E-02  0.39495E-02  0.49932E-02  0.70204E-02  0.10984E-01  0.18701E-01  0.36240E-01  0.88509E-01  0.66962E+00  0.00000E+00
  288.91  0.11499E+00  182.10    0.56526E-02  0.60240E-02  0.67673E-02  0.84544E-02  0.11617E-01  0.17620E-01  0.29239E-01  0.55782E-01  0.14038E+00  0.13287E+00  0.00000E+00
  282.49  0.13077E+00  182.72    0.76557E-02  0.81983E-02  0.92524E-02  0.11600E-01  0.15971E-01  0.24247E-01  0.40454E-01  0.78717E-01  0.22241E+00  0.00000E+00  0.00000E+00
  276.08  0.14872E+00  183.04    0.94607E-02  0.10198E-01  0.11585E-01  0.14643E-01  0.20350E-01  0.31246E-01  0.53065E-01  0.10764E+00  0.42502E+00  0.00000E+00  0.00000E+00
  269.70  0.16913E+00  183.00    0.10959E-01  0.11904E-01  0.13635E-01  0.17426E-01  0.24565E-01  0.38415E-01  0.67070E-01  0.14579E+00  0.45468E+00  0.00000E+00  0.00000E+00
  263.35  0.19235E+00  182.49    0.12019E-01  0.13171E-01  0.15228E-01  0.19735E-01  0.28347E-01  0.45439E-01  0.82456E-01  0.20163E+00  0.00000E+00  0.00000E+00  0.00000E+00
  257.06  0.21875E+00  181.79    0.12967E-01  0.14338E-01  0.16741E-01  0.22021E-01  0.32279E-01  0.53211E-01  0.10145E+00  0.31589E+00  0.00000E+00  0.00000E+00  0.00000E+00
  250.81  0.24878E+00  180.91    0.13845E-01  0.15449E-01  0.18223E-01  0.24353E-01  0.36495E-01  0.62124E-01  0.12663E+00  0.57572E+00  0.00000E+00  0.00000E+00  0.00000E+00
  244.63  0.28293E+00  179.92    0.14746E-01  0.16607E-01  0.19797E-01  0.26899E-01  0.41285E-01  0.72960E-01  0.16416E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  238.52  0.32176E+00  178.73    0.15863E-01  0.17998E-01  0.21654E-01  0.29902E-01  0.46917E-01  0.86135E-01  0.23154E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  232.47  0.36593E+00  177.33    0.16625E-01  0.19051E-01  0.23201E-01  0.32711E-01  0.52998E-01  0.10344E+00  0.47460E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  226.50  0.41616E+00  175.88    0.17630E-01  0.20405E-01  0.25165E-01  0.36284E-01  0.60966E-01  0.12922E+00  0.19240E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  220.60  0.47328E+00  174.43    0.18964E-01  0.22171E-01  0.27708E-01  0.40934E-01  0.71760E-01  0.17235E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  214.77  0.53825E+00  172.99    0.20700E-01  0.24449E-01  0.30992E-01  0.47046E-01  0.86866E-01  0.26562E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  209.02  0.61213E+00  171.33    0.22485E-01  0.26845E-01  0.34578E-01  0.54225E-01  0.10733E+00  0.51593E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  203.35  0.69615E+00  169.72    0.24775E-01  0.29917E-01  0.39224E-01  0.63906E-01  0.13948E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  197.75  0.79171E+00  168.17    0.27614E-01  0.33753E-01  0.45155E-01  0.77069E-01  0.19722E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  192.23  0.90038E+00  166.63    0.30943E-01  0.38331E-01  0.52501E-01  0.95106E-01  0.35584E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  186.78  0.10240E+01  165.09    0.34644E-01  0.43566E-01  0.61359E-01  0.12040E+00  0.34899E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  181.40  0.11645E+01  163.56    0.38406E-01  0.49164E-01  0.71754E-01  0.15911E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  176.09  0.13244E+01  162.00    0.42239E-01  0.55134E-01  0.84054E-01  0.23182E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  170.85  0.15062E+01  160.40    0.45807E-01  0.61146E-01  0.98728E-01  0.52863E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  165.69  0.17129E+01  158.79    0.48511E-01  0.66651E-01  0.11681E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  160.60  0.19480E+01  157.21    0.50274E-01  0.71505E-01  0.14181E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  155.57  0.22154E+01  155.82    0.51713E-01  0.76771E-01  0.19051E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  150.60  0.25195E+01  154.51    0.52580E-01  0.82450E-01  0.38505E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  145.70  0.28653E+01  153.16    0.51993E-01  0.87754E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  140.85  0.32586E+01  151.59    0.50013E-01  0.94155E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  136.08  0.37059E+01  149.81    0.46744E-01  0.10535E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  131.39  0.42146E+01  147.64    0.42078E-01  0.14581E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  126.78  0.47931E+01  145.84    0.39571E-01  0.98391E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  122.23  0.54510E+01  144.15    0.38378E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
