39
 560.0000000  1.4808358e-03
 600.0000000  1.5137433e-03
 610.0000000  1.6453731e-03
 630.0000000  2.2118330e-03
 650.0000000  2.0000332e-03
 670.0000000  1.9310444e-03
 687.0000000  2.1119634e-03
 700.0000000  2.8638740e-03
 713.0000000  2.9326715e-03
 727.0000000  3.7148371e-03
 745.0000000  4.7547237e-03
 765.0000000  4.5378024e-03
 785.0000000  3.8819097e-03
 805.0000000  3.4382450e-03
 825.0000000  3.8177622e-03
 845.0000000  4.0901617e-03
 865.0000000  4.4329577e-03
 887.0000000  4.7531865e-03
 970.0000000  4.1370302e-03
 990.0000000  3.6765334e-03
1010.0000000  3.5353625e-03
1030.0000000  3.5038602e-03
1090.0000000  3.4979553e-03
1110.0000000  3.6863208e-03
1210.0000000  4.8172530e-03
1230.0000000  4.7818162e-03
1250.0000000  5.1654478e-03
1270.0000000  6.4191943e-03
1320.0000000  1.0407583e-02
1340.0000000  7.3192169e-03
1360.0000000  8.1618105e-03
1370.0000000  1.5033705e-02
1380.0000000  1.8958965e-02
1393.0000000  1.3830569e-02
1410.0000000  1.0023918e-02
1430.0000000  1.4302106e-02
1450.0000000  2.6377119e-02
1470.0000000  3.0154636e-02
1487.0000000  1.4479271e-02

