   513.778 0.117E-250.071  1708.471    11102    10001 31  1 21  3 P 30 0.78 628  2
   513.883 0.887E-240.069  2027.785    11102    10001 31  1 21  3 P 40 0.78 626  2
   513.962 0.567E-260.070  3189.802    21103    20002 52  1 41  3 Q 36 0.78 626  2
   514.259 0.507E-260.087  2678.934    21103    20002 51  1 41  3 R  4 0.74 626  2
   514.304 0.118E-250.076  1476.056    11102    10001 31  1 21  3 P 16 0.71 636  2
   514.363 0.456E-260.070  3248.179    21103    20002 52  1 41  3 Q 38 0.78 626  2
   514.430 0.109E-260.070  1853.117    11102    10001 31  1 21  3 P 35 0.78 627  2
   514.516 0.126E-250.071  1686.372    11102    10001 31  1 21  3 P 29 0.78 628  2
   514.523 0.583E-250.084  2098.718    12202    11101 41  2 31  3 R  7 0.71 626  2
   514.783 0.361E-260.069  3309.664    21103    20002 52  1 41  3 Q 40 0.78 626  2
   514.983 0.428E-260.070  3261.820    21102    20001 51  3 41  6 P 34 0.78 626  2
   515.174 0.120E-260.070  1826.621    11102    10001 31  1 21  3 P 34 0.78 627  2
   515.222 0.281E-260.069  3374.255    21103    20002 52  1 41  3 Q 42 0.78 626  2
   515.255 0.135E-250.071  1665.008    11102    10001 31  1 21  3 P 28 0.78 628  2
   515.265 0.617E-250.082  2105.031    12202    11101 42  1 32  3 R  8 0.70 626  2
   515.370 0.114E-230.070  1966.192    11102    10001 31  1 21  3 P 38 0.78 626  2
   515.680 0.215E-260.069  3441.951    21103    20002 52  1 41  3 Q 44 0.78 626  2
   515.791 0.115E-250.078  1451.898    11102    10001 31  1 21  3 P 14 0.69 636  2
   515.855 0.654E-260.085  2687.504    21103    20002 51  1 41  3 R  6 0.72 626  2
   515.918 0.132E-260.070  1800.881    11102    10001 31  1 21  3 P 33 0.78 627  2
   515.993 0.144E-250.071  1644.380    11102    10001 31  1 21  3 P 27 0.78 628  2
   516.143 0.646E-250.081  2111.992    12202    11101 41  2 31  3 R  9 0.70 626  2
   516.156 0.162E-260.069  3512.751    21103    20002 52  1 41  3 Q 46 0.77 626  2
