   644.420 0.844E-22        901.933        1077050                            53
   644.421 0.527E-22       1108.812        1076002                            53
   644.421 0.820E-22       1108.340        1076003                            53
   644.422 0.528E-22       1107.679        1076004                            53
   644.424 0.647E-22       1106.828        1076005                            53
   644.426 0.590E-22       1105.789        1076006                            53
   644.426 0.864E-22        690.817        1078071                            53
   644.428 0.652E-22       1104.560        1076007                            53
   644.430 0.536E-22       1103.143        1076008                            53
   644.433 0.837E-22       1101.536        1076009                            53
   644.436 0.541E-22       1099.741        1076010                            53
   644.436 0.133E-21        892.373        1077051                            53
   644.439 0.665E-22       1097.756        1076011                            53
   644.443 0.609E-22       1095.583        1076012                            53
   644.447 0.674E-22       1093.220        1076013                            53
   644.449 0.724E-22        677.260        1078072                            53
   644.451 0.556E-22       1090.668        1076014                            53
   644.453 0.872E-22        882.624        1077052                            53
   644.456 0.872E-22       1087.928        1076015                            53
   644.461 0.565E-22       1084.998        1076016                            53
   644.466 0.697E-22       1081.879        1076017                            53
   644.470 0.108E-21        872.684        1077053                            53
   644.472 0.640E-22       1078.571        1076018                            53
   644.472 0.715E-22        663.512        1078073                            53
   644.477 0.711E-22       1075.074        1076019                            53
   644.484 0.588E-22       1071.388        1076020                            53
   644.487 0.998E-22        862.555        1077054                            53
   644.490 0.926E-22       1067.512        1076021                            53
   644.496 0.504E-22        649.574        1078074                            53
   644.497 0.602E-22       1063.448        1076022                            53
   644.504 0.111E-21        852.235        1077055                            53
   644.504 0.745E-22       1059.194        1076023                            53
   644.512 0.686E-22       1054.751        1076024                            53
   644.519 0.634E-22        635.444        1078075                            53
   644.520 0.764E-22       1050.119        1076025                            53
   644.522 0.921E-22        841.726        1077056                            53
   644.528 0.634E-22       1045.298        1076026                            53
   644.536 0.100E-21       1040.287        1076027                            53
   644.540 0.145E-21        831.026        1077057                            53
   644.543 0.293E-22        621.124        1078076                            53
   644.545 0.652E-22       1035.087        1076028                            53
   644.554 0.808E-22       1029.698        1076029                            53
   644.558 0.940E-22        820.136        1077058                            53
   644.564 0.746E-22       1024.119        1076030                            53
   644.568 0.193E-22        606.612        1078077                            53
   644.573 0.834E-22       1018.352        1076031                            53
   644.577 0.116E-21        809.056        1077059                            53
   644.583 0.693E-22       1012.395        1076032                            53
   644.594 0.110E-21       1006.248        1076033                            53
   644.596 0.106E-21        797.785        1077060                            53
   644.604 0.716E-22        999.912        1076034                            53
   644.615 0.117E-21        786.324        1077061                            53
   644.615 0.890E-22        993.387        1076035                            53
