  1001.501 0.899E-250.037  1976.492
  1014.038 0.219E-240.037  1780.849
  1014.260 0.111E-240.049  1780.833
  1015.117 0.174E-240.037  1780.792
  1015.600 0.125E-240.049  1780.397
  1015.679 0.117E-240.027  1780.354
  1017.263 0.123E-240.049  1780.208
  1017.413 0.134E-240.049  1780.069
  1020.347 0.142E-240.037  1779.682
  1030.256 0.198E-240.042  1593.860
  1030.414 0.270E-240.045  1594.459
  1030.518 0.173E-240.028  1594.443
  1031.135 0.219E-240.045  1594.421
  1031.592 0.409E-240.045  1594.102
  1032.302 0.101E-240.052  2396.910
  1033.017 0.174E-240.028  1594.004
  1033.080 0.275E-240.045  1593.954
  1033.198 0.575E-240.042  1593.860
  1035.863 0.186E-240.045  1593.638
  1035.904 0.193E-240.045  1593.599
  1046.299 0.114E-240.045  1417.821
  1046.510 0.102E-240.052  2397.943
  1046.532 0.119E-240.045  1417.587
  1046.535 0.101E-240.052  2397.921
  1046.608 0.162E-240.052  2181.058
  1046.611 0.162E-240.052  2181.054
  1046.617 0.109E-240.028  1417.567
  1046.639 0.631E-240.045  1418.205
  1047.125 0.339E-240.028  1418.186
  1047.241 0.405E-240.045  1418.167
  1047.533 0.320E-240.045  1417.875
  1047.627 0.161E-230.042  1417.933
  1047.657 0.112E-240.045  1417.187
  1048.529 0.109E-240.045  1418.167
  1048.821 0.476E-240.045  1417.875
  1048.919 0.659E-240.045  1417.821
  1051.427 0.665E-240.042  1417.647
  1051.491 0.398E-240.045  1417.587
  1051.513 0.278E-240.028  1417.567
  1057.591 0.119E-240.052  2398.681
  1057.716 0.211E-240.052  2398.599
  1060.298 0.443E-240.052  2181.955
  1060.334 0.264E-240.052  2181.925
  1060.350 0.176E-240.052  2181.912
  1060.842 0.273E-240.027  1975.109
  1060.844 0.410E-240.049  1975.106
  1060.849 0.684E-240.037  1975.102
  1062.388 0.155E-240.045  1252.106
  1062.551 0.185E-240.034  1251.839
  1062.635 0.400E-240.045  1251.650
  1062.846 0.225E-230.042  1252.121
  1063.133 0.121E-240.045  1251.361
  1063.174 0.109E-230.045  1252.106
  1063.368 0.908E-240.045  1252.087
  1063.574 0.137E-240.045  1251.706
  1063.589 0.609E-240.045  1251.867
  1063.616 0.538E-240.042  1251.351
  1064.428 0.150E-230.042  1252.062
  1064.484 0.164E-240.045  1252.087
  1064.705 0.107E-230.045  1251.867
  1064.768 0.970E-240.034  1251.839
  1066.100 0.943E-250.052  2399.385
  1066.742 0.118E-240.052  2399.092
  1067.090 0.795E-240.045  1251.706
  1067.154 0.843E-240.045  1251.650
  1070.808 0.272E-240.052  2182.587
  1070.955 0.130E-240.052  2625.970
  1070.974 0.310E-240.052  2182.504
  1074.011 0.648E-240.049  1975.853
  1074.057 0.649E-240.049  1975.819
  1074.993 0.979E-240.049  1779.115
  1074.999 0.979E-240.049  1779.109
  1078.545 0.164E-240.045  1096.185
  1078.620 0.270E-240.045  1096.223
  1078.727 0.127E-240.052  2183.094
  1078.763 0.158E-230.042  1095.881
  1078.809 0.493E-240.045  1095.921
  1078.810 0.211E-240.045  1096.033
  1079.046 0.235E-240.045  1095.684
  1079.065 0.195E-240.052  2183.019
  1079.172 0.320E-240.045  1095.671
  1079.344 0.219E-230.045  1096.223
  1079.463 0.152E-230.034  1096.209
  1079.533 0.236E-240.045  1096.033
  1079.725 0.422E-240.034  1095.947
  1079.754 0.145E-240.042  1095.305
  1079.896 0.232E-240.045  1095.671
  1079.921 0.617E-240.052  2182.818
  1080.263 0.121E-240.045  1095.304
  1080.369 0.107E-240.034  1095.303
  1080.386 0.166E-230.045  1096.185
  1080.650 0.269E-240.045  1095.921
  1080.656 0.282E-230.045  1096.033
  1081.497 0.155E-240.052  2399.590
  1082.757 0.961E-240.034  1095.947
