Wavenumber	NESR 2.85 cm-1
17.97255	6.83653E-09
18.14537	6.72789E-09
18.31818	6.62242E-09
18.49099	6.52026E-09
18.66381	6.42152E-09
18.83662	6.32622E-09
19.00943	6.23439E-09
19.18225	6.14609E-09
19.35506	6.06126E-09
19.52787	5.97992E-09
19.70068	5.90205E-09
19.87350	5.82755E-09
20.04631	5.75639E-09
20.21912	5.68852E-09
20.39194	5.62388E-09
20.56475	5.56239E-09
20.73756	5.50401E-09
20.91038	5.44861E-09
21.08319	5.39615E-09
21.25600	5.34653E-09
21.42881	5.29964E-09
21.60163	5.25548E-09
21.77444	5.21390E-09
21.94725	5.17487E-09
22.12007	5.13828E-09
22.29288	5.10405E-09
22.46569	5.07209E-09
22.63851	5.04233E-09
22.81132	5.01467E-09
22.98413	4.98910E-09
23.15695	4.96551E-09
23.32976	4.94381E-09
23.50257	4.92392E-09
23.67538	4.90581E-09
23.84820	4.88934E-09
24.02101	4.87449E-09
24.19382	4.86119E-09
24.36664	4.84933E-09
24.53945	4.83888E-09
24.71226	4.82976E-09
24.88508	4.82185E-09
25.05789	4.81515E-09
25.23070	4.80956E-09
25.40351	4.80500E-09
25.57633	4.80142E-09
25.74914	4.79875E-09
25.92195	4.79693E-09
26.09477	4.79589E-09
26.26758	4.79554E-09
26.44039	4.79584E-09
26.61321	4.79671E-09
26.78602	4.79809E-09
26.95883	4.79992E-09
27.13164	4.80213E-09
27.30446	4.80467E-09
27.47727	4.80744E-09
27.65008	4.81043E-09
27.82290	4.81356E-09
27.99571	4.81676E-09
28.16852	4.81998E-09
28.34134	4.82319E-09
28.51415	4.82631E-09
28.68696	4.82928E-09
28.85977	4.83211E-09
29.03259	4.83470E-09
29.20540	4.83703E-09
29.37821	4.83906E-09
29.55103	4.84075E-09
29.72384	4.84206E-09
29.89665	4.84298E-09
30.06947	4.84346E-09
30.24228	4.84350E-09
30.41509	4.84304E-09
30.58790	4.84211E-09
30.76072	4.84067E-09
30.93353	4.83874E-09
31.10634	4.83625E-09
31.27916	4.83325E-09
31.45197	4.82973E-09
31.62478	4.82567E-09
31.79760	4.82110E-09
31.97041	4.81600E-09
32.14322	4.81043E-09
32.31604	4.80435E-09
32.48885	4.79784E-09
32.66166	4.79084E-09
32.83447	4.78342E-09
33.00729	4.77560E-09
33.18010	4.76738E-09
33.35291	4.75880E-09
33.52573	4.74990E-09
33.69854	4.74068E-09
33.87135	4.73122E-09
34.04417	4.72149E-09
34.21698	4.71152E-09
34.38979	4.70141E-09
34.56260	4.69113E-09
34.73542	4.68073E-09
34.90823	4.67021E-09
35.08104	4.65966E-09
35.25386	4.64908E-09
35.42667	4.63849E-09
35.59948	4.62793E-09
35.77230	4.61742E-09
35.94511	4.60698E-09
36.11792	4.59668E-09
36.29073	4.58650E-09
36.46355	4.57648E-09
36.63636	4.56666E-09
36.80917	4.55703E-09
36.98199	4.54764E-09
37.15480	4.53848E-09
37.32761	4.52957E-09
37.50043	4.52096E-09
37.67324	4.51265E-09
37.84605	4.50464E-09
38.01886	4.49694E-09
38.19168	4.48959E-09
38.36449	4.48258E-09
38.53730	4.47591E-09
38.71012	4.46961E-09
38.88293	4.46366E-09
39.05574	4.45807E-09
39.22856	4.45286E-09
39.40137	4.44802E-09
39.57418	4.44354E-09
39.74699	4.43943E-09
39.91981	4.43568E-09
40.09262	4.43232E-09
40.26543	4.42929E-09
40.43825	4.42660E-09
40.61106	4.42427E-09
40.78387	4.42230E-09
40.95669	4.42062E-09
41.12950	4.41928E-09
41.30231	4.41824E-09
41.47513	4.41750E-09
41.64794	4.41705E-09
41.82075	4.41685E-09
41.99356	4.41690E-09
42.16638	4.41721E-09
42.33919	4.41773E-09
42.51200	4.41847E-09
42.68482	4.41940E-09
42.85763	4.42051E-09
43.03044	4.42176E-09
43.20326	4.42319E-09
43.37607	4.42472E-09
43.54888	4.42637E-09
43.72169	4.42810E-09
43.89451	4.42990E-09
44.06732	4.43178E-09
44.24013	4.43367E-09
44.41295	4.43562E-09
44.58576	4.43758E-09
44.75857	4.43951E-09
44.93139	4.44144E-09
45.10420	4.44332E-09
45.27701	4.44517E-09
45.44982	4.44693E-09
45.62264	4.44865E-09
45.79545	4.45025E-09
45.96826	4.45179E-09
46.14108	4.45321E-09
46.31389	4.45452E-09
46.48670	4.45567E-09
46.65952	4.45674E-09
46.83233	4.45764E-09
47.00514	4.45841E-09
47.17795	4.45902E-09
47.35077	4.45950E-09
47.52358	4.45982E-09
47.69639	4.45999E-09
47.86921	4.45999E-09
48.04202	4.45986E-09
48.21483	4.45956E-09
48.38765	4.45908E-09
48.56046	4.45850E-09
48.73327	4.45776E-09
48.90608	4.45690E-09
49.07890	4.45587E-09
49.25171	4.45473E-09
49.42452	4.45346E-09
49.59734	4.45209E-09
49.77015	4.45061E-09
49.94296	4.44902E-09
50.11578	4.44735E-09
50.28859	4.44558E-09
50.46140	4.44377E-09
50.63422	4.44187E-09
50.80703	4.43992E-09
50.97984	4.43794E-09
51.15265	4.43591E-09
51.32547	4.43387E-09
51.49828	4.43183E-09
51.67109	4.42977E-09
51.84391	4.42773E-09
52.01672	4.42568E-09
52.18953	4.42370E-09
52.36235	4.42173E-09
52.53516	4.41981E-09
52.70797	4.41795E-09
52.88078	4.41614E-09
53.05360	4.41442E-09
53.22641	4.41277E-09
53.39922	4.41119E-09
53.57204	4.40973E-09
53.74485	4.40834E-09
53.91766	4.40708E-09
54.09048	4.40591E-09
54.26329	4.40487E-09
54.43610	4.40393E-09
54.60891	4.40313E-09
54.78173	4.40247E-09
54.95454	4.40190E-09
55.12735	4.40147E-09
55.30017	4.40118E-09
55.47298	4.40101E-09
55.64579	4.40099E-09
55.81861	4.40108E-09
55.99142	4.40131E-09
56.16423	4.40165E-09
56.33704	4.40214E-09
56.50986	4.40272E-09
56.68267	4.40344E-09
56.85548	4.40427E-09
57.02830	4.40521E-09
57.20111	4.40624E-09
57.37392	4.40739E-09
57.54674	4.40861E-09
57.71955	4.40994E-09
57.89236	4.41133E-09
58.06517	4.41281E-09
58.23799	4.41434E-09
58.41080	4.41592E-09
58.58361	4.41758E-09
58.75643	4.41926E-09
58.92924	4.42099E-09
59.10205	4.42272E-09
59.27487	4.42449E-09
59.44768	4.42627E-09
59.62049	4.42806E-09
59.79331	4.42983E-09
59.96612	4.43159E-09
60.13893	4.43333E-09
60.31174	4.43503E-09
60.48456	4.43672E-09
60.65737	4.43834E-09
60.83018	4.43993E-09
61.00300	4.44144E-09
61.17581	4.44291E-09
61.34862	4.44432E-09
61.52144	4.44564E-09
61.69425	4.44687E-09
61.86706	4.44803E-09
62.03987	4.44910E-09
62.21269	4.45008E-09
62.38550	4.45097E-09
62.55831	4.45176E-09
62.73113	4.45246E-09
62.90394	4.45303E-09
63.07675	4.45352E-09
63.24957	4.45392E-09
63.42238	4.45421E-09
63.59519	4.45442E-09
63.76800	4.45450E-09
63.94082	4.45448E-09
64.11363	4.45437E-09
64.28644	4.45418E-09
64.45926	4.45387E-09
64.63207	4.45349E-09
64.80488	4.45303E-09
64.97770	4.45246E-09
65.15051	4.45186E-09
65.32332	4.45116E-09
65.49613	4.45038E-09
65.66895	4.44957E-09
65.84176	4.44869E-09
66.01457	4.44774E-09
66.18739	4.44678E-09
66.36020	4.44575E-09
66.53301	4.44468E-09
66.70583	4.44360E-09
66.87864	4.44250E-09
67.05145	4.44137E-09
67.22426	4.44021E-09
67.39708	4.43908E-09
67.56989	4.43794E-09
67.74270	4.43678E-09
67.91552	4.43564E-09
68.08833	4.43454E-09
68.26114	4.43342E-09
68.43396	4.43235E-09
68.60677	4.43129E-09
68.77958	4.43028E-09
68.95240	4.42928E-09
69.12521	4.42832E-09
69.29802	4.42743E-09
69.47083	4.42656E-09
69.64365	4.42576E-09
69.81646	4.42500E-09
69.98927	4.42431E-09
70.16209	4.42364E-09
70.33490	4.42307E-09
70.50771	4.42251E-09
70.68053	4.42205E-09
70.85334	4.42164E-09
71.02615	4.42126E-09
71.19896	4.42096E-09
71.37178	4.42072E-09
71.54459	4.42050E-09
71.71740	4.42038E-09
71.89022	4.42026E-09
72.06303	4.42023E-09
72.23584	4.42026E-09
72.40866	4.42030E-09
72.58147	4.42039E-09
72.75428	4.42051E-09
