   855.753 0.991E-250.028  1666.096
   864.257 0.132E-240.030  1528.731
   865.677 0.280E-240.030  1623.767
   866.951 0.105E-240.031  1729.438
   872.708 0.128E-240.032  1398.883
   874.243 0.422E-240.032  1486.267
   875.646 0.181E-240.033  1584.302
   876.888 0.124E-240.033  1692.932
   882.751 0.541E-240.034  1356.289
   884.278 0.292E-240.035  1446.674
   885.658 0.222E-240.035  1547.673
   886.858 0.283E-240.035  1659.229
   891.204 0.505E-240.036  1233.854
   892.847 0.423E-240.037  1316.576
   894.361 0.372E-240.037  1409.928
   895.710 0.517E-240.037  1513.856
   896.856 0.155E-240.037  1628.307
   901.356 0.525E-240.039  1194.026
   902.996 0.575E-240.039  1279.717
   904.489 0.892E-240.039  1376.002
   905.797 0.289E-240.039  1482.829
   906.876 0.163E-240.039  1600.143
   909.806 0.469E-240.040  1079.044
   911.565 0.802E-240.041  1157.061
   913.195 0.144E-230.041  1245.688
   914.658 0.509E-240.041  1344.874
   915.910 0.308E-240.041  1454.570
   916.936 0.161E-240.040  1574.719
   916.987 0.156E-240.040  1574.719
   920.070 0.955E-240.043  1041.979
   921.829 0.214E-230.043  1122.934
   923.441 0.842E-240.043  1214.466
   924.412 0.104E-240.026  2415.180
   924.412 0.104E-240.026  2415.180
   924.861 0.553E-240.043  1316.525
   925.950 0.121E-240.028  2392.914
   926.047 0.314E-240.043  1429.060
   926.059 0.312E-240.043  1429.060
   926.128 0.121E-240.029  2373.303
   926.557 0.137E-240.042  1552.019
   928.019 0.197E-240.030  2356.334
   928.253 0.202E-240.030  2356.334
   928.512 0.820E-240.044   934.488
   929.504 0.242E-240.032  2341.995
   929.853 0.200E-240.023  2315.456
   930.393 0.287E-230.045  1007.760
   930.778 0.281E-240.032  2330.277
   931.139 0.137E-240.025  2284.998
   931.654 0.322E-240.033  2321.167
   932.019 0.312E-240.033  2321.176
   932.146 0.130E-230.045  1091.622
   932.510 0.181E-240.027  2257.258
   932.653 0.347E-240.034  2314.672
   933.175 0.369E-240.034  2310.774
   933.355 0.377E-240.035  2309.475
   933.729 0.938E-240.045  1186.029
   933.960 0.467E-240.029  2232.216
   935.092 0.115E-230.045  1290.933
   935.153 0.142E-240.033  2190.164
   935.506 0.287E-240.030  2209.857
   935.664 0.184E-240.044  1406.282
   936.534 0.141E-240.043  1532.025
   936.816 0.125E-240.044  1406.282
   937.472 0.244E-240.032  2190.164
   937.824 0.433E-240.033  2173.124
   937.912 0.138E-240.023  2173.568
   938.086 0.461E-240.033  2173.124
   938.889 0.327E-230.047   900.182
   939.153 0.398E-240.026  2140.238
   939.496 0.559E-240.034  2158.725
   940.494 0.278E-240.028  2109.657
   940.775 0.186E-230.047   976.363
   940.894 0.661E-240.035  2146.958
   941.924 0.377E-240.030  2081.805
   941.926 0.766E-240.036  2137.810
   942.202 0.744E-240.036  2137.818
   942.512 0.149E-230.047  1063.104
   942.978 0.834E-240.037  2131.287
   943.435 0.991E-240.032  2056.662
   943.567 0.892E-240.037  2127.373
   943.688 0.129E-240.036  2014.440
   943.770 0.913E-240.037  2126.069
   944.049 0.198E-230.047  1160.359
   945.026 0.628E-240.033  2034.213
   945.441 0.511E-240.046  1268.082
   945.910 0.161E-240.023  2042.145
   945.989 0.280E-240.046  1386.221
   946.221 0.125E-240.044  1514.725
   946.261 0.122E-240.044  1514.725
   946.787 0.705E-240.035  2014.440
   947.088 0.252E-240.026  2005.903
   947.318 0.269E-230.048   800.218
   947.417 0.808E-240.036  1997.332
   947.811 0.991E-240.036  1997.332
   948.377 0.748E-240.028  1972.444
   949.328 0.239E-230.049   868.706
   949.383 0.122E-230.037  1982.875
   949.636 0.227E-240.037  1997.332
   949.770 0.537E-240.030  1941.745
   950.921 0.149E-230.038  1971.060
   951.211 0.222E-230.049   947.767
   951.258 0.742E-240.032  1913.784
   952.038 0.132E-240.038  1846.159
   952.112 0.173E-230.039  1961.876
   952.310 0.170E-230.039  1961.882
   952.831 0.200E-230.034  1888.545
   952.918 0.323E-230.049  1037.360
   953.231 0.192E-230.039  1955.326
   953.884 0.287E-240.023  1921.253
   953.895 0.208E-230.040  1951.396
   954.126 0.213E-230.040  1950.086
   954.410 0.991E-240.048  1137.439
   954.480 0.130E-230.036  1866.008
   954.974 0.259E-240.026  1882.059
   955.330 0.522E-240.048  1247.956
   955.635 0.100E-240.045  1500.107
   955.862 0.252E-240.047  1368.862
   955.871 0.247E-240.047  1368.862
   956.191 0.427E-240.028  1845.683
   956.227 0.159E-230.037  1846.159
   956.581 0.945E-240.040  1828.984
   957.355 0.186E-230.038  1828.984
   957.524 0.132E-230.030  1812.100
   957.810 0.263E-230.050   768.668
   958.393 0.122E-230.038  1828.984
   958.966 0.972E-240.033  1781.286
   959.059 0.200E-230.040  1814.471
   959.360 0.305E-240.040  1828.984
   959.737 0.633E-240.041  1814.471
